,ingredients,Calcium,Carbohydrate,Cholesterol,Fatty_acids_total_saturated,Fatty_acids_total_trans,Fiber,Iron,Protein,Sodium,Sugars,Fat,Energy
10882,"organic pineapple, organic spinach, organic banana, ascorbic acid, citric acid",53.0,13.27,0.0,0.0,0.0,2.7,0.64,1.77,22.0,7.959999999999999,0.0,53.0
10883,"organic pineapple, organic whole strawberries, organic mango",14.0,11.43,0.0,0.0,0.0,2.1,0.0,0.0,0.0,9.29,0.71,57.0
10884,"organic pineapple, purified water, organic apple,dehydrated goji powder, organic ginger root, organic mint, organic lemon",127.0,9.28,0.0,0.0,0.0,0.8,0.61,1.27,32.0,8.44,0.0,59.0
10885,organic pineapples,13.0,12.78,0.0,0.0,0.0,1.5,0.3,0.75,0.0,9.77,0.0,53.0
10886,"organic pineapples, organic bananas, organic banana puree , organic blueberries, organic coconut milk powder, organic milled chia seeds, organic cacao powder, organic milled flax seeds, organic maca powder, organic cinnamon",10.0,19.19,0.0,1.01,0.0,3.0,0.4000000000000001,1.01,0.0,11.11,1.5200000000000002,81.0
10887,"organic pineapples, organic celery, organic bananas, organic banana puree , organic kale, organic spinach, organic hemp seeds, organic milled flax seeds, organic wheatgrass powder, organic chlorella powder, organic lemon juice powder, organic cayenne",40.0,13.13,0.0,0.0,0.0,3.0,1.21,2.02,30.0,7.07,1.01,71.0
10888,"organic pineapples, organic strawberries, organic bananas, organic banana puree , organic blueberries, organic milled flax seeds, organic milled chia seeds, organic goji berry powder, organic lucuma powder",20.0,17.17,0.0,0.0,0.0,3.0,0.51,1.01,5.0,10.1,1.01,71.0
10889,"organic pineapples, organic strawberries, organic mangos",16.0,11.9,0.0,0.0,0.0,1.6,0.4,0.79,0.0,9.52,0.0,48.0
10890,organic pink guava puree,26.0,14.0,0.0,0.0,0.0,5.0,0.36,2.0,2.0,6.0,0.0,50.0
10891,organic pink lady apples,0.0,14.29,0.0,0.0,0.0,3.2,0.23000000000000004,0.0,0.0,10.39,0.0,52.0
10892,organic pink pitaya<sup></sup>,0.0,8.0,0.0,0.3,0.0,3.0,1.9,1.1,0.0,8.0,0.3,57.0
10893,organic pinto beans,99.94029850746269,62.29253731343284,0.0,0.0,0.0,19.93134328358209,5.611194029850746,19.91313432835821,11.73134328358209,2.709850746268657,0.6565671641791044,302.02985074626866
10894,"organic pinto beans, organic dark red kidney beans, organic black beans",117.0,62.86,0.0,0.0,0.0,14.3,5.71,22.859999999999996,0.0,2.86,0.0,343.0
10895,"organic pinto beans, organic dark red kidney beans, organic black turtle beans",114.0,62.86,0.0,0.0,0.0,14.3,5.14,22.86,0.0,2.86,0.0,343.0
10896,organic pitted dark sweet cherries,14.0,15.94,0.0,0.0,0.0,2.2,0.36,0.72,0.0,13.04,0.0,65.0
10897,organic pomegranate fruit concentrate and water,4.0,14.83,0.0,0.0,0.0,0.0,0.15,0.0,6.0,12.29,0.0,59.0
10898,organic pomegranate juice and organic ginger juice,0.0,13.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.81,0.0,54.0
10899,organic pomegranate juice concentrate,34.0,66.1,0.0,0.0,0.0,0.0,0.68,1.69,42.0,54.239999999999995,0.0,271.0
10900,"organic pomegranate juice concentrate, water",4.0,14.58,0.0,0.0,0.0,0.0,0.15,0.0,6.0,12.08,0.0,58.0
10901,"organic pomegranate juice from concentrate , organic apple juice from concentrate , organic pear juice from concentrate , organic grape juice from concentrate , organic blueberry juice from concentrate , organic acerola cherry extract",2.0,12.08,0.0,0.0,0.0,0.0,0.17,0.42000000000000004,2.0,11.25,0.0,50.0
10902,"organic pomegranate juice from concentrate , organic apple juice from concentrate , organic pear juice from concentrate , organic grape juice from concentrate , organic tart cherry juice from concentrate",0.0,12.08,0.0,0.0,0.0,0.0,0.17,0.42,4.0,10.83,0.0,50.0
10903,"organic pomegranate juice from concentrate , organic cane sugar, organic pomegranate juice, fruit pectin, ascorbic acid , citric acid",111.0,44.44,0.0,0.0,0.0,0.0,0.0,0.0,56.0,44.44,0.0,167.0
10904,"organic pomegranate juice from concentrate , organic cane sugar, organic pomegranate juice, natural apple pectin, ascorbic acid , citric acid",0.0,44.44,0.0,0.0,0.0,0.0,0.0,0.0,56.0,44.44,0.0,167.0
10905,"organic pomegranate juice, apple juice concentrate",0.0,19.1,0.0,0.0,0.0,0.0,0.18,0.5,9.0,18.4,0.0,80.0
10906,"organic pomegranate juice, organic grape juice, organic strawberry juice, organic tart cherry juice, organic fig juice organic mulberry juice, organic cranberry juice",6.666666666666667,12.92,0.0,0.0,0.0,0.0,0.125,0.42,6.0,12.5,0.0,54.0
10907,"organic pomegranate juice, organic grape juice, organic strawberry juice, organic tart cherry juice, organic fig juice, organic mulberry juice, organic cranberry juice",8.0,12.92,0.0,0.0,0.0,0.0,0.15,0.42,6.0,12.5,0.0,54.0
10908,"organic pomegranate juice, organic natural flavors",15.3,15.419999999999998,0.0,0.0,0.0,0.4,0.0,0.42000000000000004,10.0,13.75,0.0,62.0
10909,"organic pomegranate juice, organic purple carrot juice",12.0,14.580000000000002,0.0,0.0,0.0,0.0,0.0,0.42000000000000004,8.0,13.75,0.0,57.0
10910,"organic pomegranate juice, organic tart cherry juice",12.0,14.38,0.0,0.0,0.0,0.4000000000000001,0.3,0.42,9.0,11.67,0.0,60.0
10911,"organic pomegranate juice, organic tart cherry juice, organic black mulberry juice, organic red grape juice, organic purple carrot juice, organic cranberry juice, organic blueberry juice",8.0,11.67,0.0,0.0,0.0,0.0,0.15,0.42,12.0,10.42,0.0,46.0
10912,"organic pomegranate juice, organic tart cherry juice, organic red grape juice, organic purple carrot juice, organic cranberry juice, organic blueberry juice",7.333333333333333,14.17,0.0,0.0,0.0,0.0,0.13749999999999998,0.0,10.0,13.33,0.0,58.0
10913,organic pomegranate kernels,10.0,18.57,0.0,0.0,0.0,4.3,0.0,1.43,0.0,13.57,1.07,86.0
10914,organic pomegrante juice,8.0,16.25,0.0,0.0,0.0,0.0,0.12,0.42,8.0,13.75,0.0,67.0
10915,organic portabella mushrooms,0.0,3.53,0.0,0.0,0.0,1.2,0.38181818181818183,3.4227272727272724,17.454545454545453,0.21363636363636365,0.0,24.0
10916,"organic portobello mushrooms, water, sea salt",0.0,2.61,0.0,0.0,0.0,0.9,0.31,1.74,339.0,0.87,0.0,17.0
10917,"organic potato flakes , organic onion powder, sea salt, organic black pepper",0.0,80.0,0.0,0.0,0.0,8.0,0.0,8.0,720.0,4.0,0.0,360.0
10918,organic potatoes,18.0,18.02,0.0,0.0,0.0,1.8,0.72,1.8,0.0,0.9,0.0,72.0
10919,"organic potatoes flakes, organic onion powder, sea salt, organic roasted garlic, organic black pepper",0.0,80.0,0.0,0.0,0.0,8.0,1.44,8.0,720.0,4.0,0.0,360.0
10920,"organic potatoes, sea salt, organic parsley, organic paprika, organic black pepper, organic rosemary, organic thyme, organic sunflower oil, organic garlic oil",34.0,14.550000000000002,0.0,0.0,0.0,1.8,1.82,1.82,264.0,1.82,0.0,64.0
10921,"organic pre-cooked cereals , organic pesto , organic grated hard cheese , organic green beans, organic sundried tomatoes, organic extra virgin olive oil, organic garlic",25.0,20.42,2.0,2.46,0.0,2.8,0.7,7.39,180.0,1.76,10.21,197.0
10922,"organic precooked cauliflower, salt",16.0,3.53,0.0,0.0,0.0,2.4,0.4699999999999999,1.18,118.0,1.18,0.0,24.0
10923,organic prune juice,5.818181818181818,18.562727272727273,0.0,0.0,0.0,1.2,0.7863636363636364,0.7218181818181818,8.181818181818182,13.067272727272728,0.0,75.0
10924,organic pumpkin,28.5,9.784527027027027,0.0,0.0,0.0,2.881081081081081,1.3156756756756756,1.0605405405405406,4.6824324324324325,3.549932432432432,0.04432432432432432,41.270270270270274
10925,organic pumpkin puree,22.0,9.23,0.0,0.0,0.0,3.1,0.46,0.77,0.0,3.08,0.0,38.0
10926,"organic pumpkin puree, organic cane sugar, organic cinnamon, organic nutmeg, organic ginger, organic cloves, and organic allspice",20.0,28.0,0.0,0.0,0.0,1.0,0.36000000000000004,1.0,0.0,19.0,0.0,120.0
10927,organic pure tart cherry juicethat's all!,0.0,46.665,0.0,0.0,0.0,1.65,0.0,1.665,0.0,50.0,0.0,383.0
10928,organic purple sweet potatoes,30.2,20.0,0.0,0.0,0.0,3.1,0.62,1.54,54.0,3.85,0.0,85.0
10929,"organic quince, raw cane sugar, lemon juice",0.0,150.54,0.0,0.0,0.0,10.8,0.0,0.0,86.0,139.78,0.0,269.0
10930,organic quinoa,23.5,64.78,0.0,0.0,0.0,6.85,2.095,13.64,0.0,1.11,5.685,375.0
10931,"organic quinoa, organic cranberry , organic apple, organic blueberry , organic agave, sea salt",71.0,60.71,0.0,0.0,0.0,10.7,6.43,17.86,71.0,25.0,8.93,393.0
10932,organic rainbow carrot chips,35.0,8.24,0.0,0.0,0.0,3.5,0.94,1.18,76.0,4.71,0.0,35.0
10933,organic rainbow carrots,35.857142857142854,8.448571428571428,0.0,0.0,0.0,3.242857142857143,0.7457142857142857,1.2085714285714284,74.57142857142857,4.83,0.0,35.857142857142854
10934,organic rainbow chard,47.0,4.185555555555556,0.0,0.0,0.0,1.8666666666666667,1.9288888888888889,2.35,192.0,1.18,0.0,20.666666666666668
10935,organic raspberries,23.568627450980394,12.173529411764706,0.0,0.0,0.0,5.567647058823529,0.7138235294117647,1.3328431372549019,0.0784313725490196,4.784117647058824,0.4002941176470588,51.3235294117647
10936,"organic raspberries organic strawberries, organic blackberries",14.0,12.14,0.0,0.0,0.0,4.3,0.77,1.43,0.0,7.86,0.0,50.0
10937,"organic raspberries, organic apple juice concentrate, natural fruit pectin, citric acid, ascorbic acid",0.0,42.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.58,0.0,158.0
10938,"organic raspberries, organic cane sugar organic lemon juice concentrate, fruit pectin",0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,250.0
10939,"organic raspberries, organic cane sugar, apple pectin, ascorbic acid , citric acid",0.0,49.58,0.0,0.0,0.0,0.0,0.0,0.0,21.0,48.33,0.0,187.75
10940,"organic raspberries, organic cane sugar, apple pectin, ascorbic acid, citric acid",0.0,44.44,0.0,0.0,0.0,0.0,0.0,0.0,28.0,44.44,0.0,167.0
10941,"organic raspberries, organic cane sugar, contains 2 or less fruit pectin, organic lemon juice concentrate",0.0,57.89000000000001,0.0,0.0,0.0,5.3,0.0,0.0,0.0,52.63,0.0,237.0
10942,"organic raspberries, organic cane sugar, fruit pectin, ascorbic acid",0.0,52.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.63,0.0,211.0
10943,"organic raspberries, organic cane sugar, fruit pectin, ascorbic acid , citric acid",0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,250.0
10944,"organic raspberries, organic cane sugar, natural apple pectin, ascorbic acid , citric acid",0.0,50.424615384615386,0.0,0.0,0.0,0.0,0.0,0.0,17.23076923076923,50.424615384615386,0.0,198.92307692307693
10945,"organic raspberries, organic cane sugar, organic lemon juice concentrate, fruit pectin",0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,250.0
10946,"organic raspberries, organic cane sugar, organic lemon juice, organic cinnamon",0.0,33.33,0.0,0.0,0.0,8.3,0.0,0.0,0.0,25.0,0.0,125.0
10947,"organic raspberries, organic cane sugar, pectin solution , ascorbic acid , citric acid",86.33333333333333,44.44,0.0,0.0,0.0,2.488888888888889,0.0,0.0,56.0,38.89,0.0,167.0
10948,"organic raspberries, organic cane sugar, water, gelling agent , organic lemon juice concentrate",0.0,45.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,45.0,0.0,175.0
10949,"organic raspberries, organic cane sugar, water, pectin, calcium chloride",0.0,35.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.41,0.0,147.0
10950,"organic raspberries, organic cane sugar, water, pectin, citric acid, ascorbic acid",0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,200.0
10951,"organic raspberries, organic dried sugar cane syrup, contains 2 or less fruit pectin, organic lemon juice concentrate",0.0,57.89,0.0,0.0,0.0,5.3,0.0,0.0,5.2,52.63000000000001,0.0,237.0
10952,"organic raspberries, organic evaporated cane juice, fruit pectin, organic lemon juice, calcium citrate",0.0,42.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.84,0.0,158.0
10953,"organic raspberries, organic evaporated cane juice, pectin",0.0,35.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,25.0,0.0,125.0
10954,"organic raspberries, organic grape juice concentrate",0.0,65.71,0.0,0.0,0.0,0.6999999999999998,0.0,0.0,0.0,62.85999999999999,0.0,257.0
10955,"organic raspberries, organic natural milled sugar, natural fruit pectin, ascorbic acid , citric acid",0.0,53.08444444444444,0.0,0.0,0.0,0.0,0.0,0.0,12.444444444444445,53.08444444444444,0.0,213.11111111111111
10956,"organic raspberries, organic pomegranate juice from concentrate, organic sugar, fruit pectin, citric acid",0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,250.0
10957,"organic raspberries, organic pomegranate juice from concentrate, organic unrefined brown sugar, fruit pectin, citric acid",0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,250.0
10958,"organic raspberries, organic strawberries, organic blackberries",21.0,12.86,0.0,0.0,0.0,4.3,0.71,0.71,0.0,9.290000000000001,0.0,36.0
10959,"organic raspberries, organic sugar from fruits, organic lemon juice concentrate, fruit pectins",0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,167.0
10960,"organic raspberries, organic sugar, fruit pectin, citric acid",0.0,58.0,0.0,0.0,0.0,10.0,1.8,0.0,0.0,50.0,0.0,225.0
10961,"organic raspberries, organic sugar, gelling agent: pectin, acidity regulator: citric acid, antioxidant: ascorbic acid",0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,250.0
10962,"organic raspberries, organic sugar, natural fruit pectin, organic lavender",0.0,57.14,0.0,0.0,0.0,7.1,0.0,0.0,0.0,50.0,0.0,214.0
10963,"organic raspberries, organic sugar, water, fruit pectin, calcium chloride, citric acid",0.0,38.89,0.0,0.0,0.0,5.6,0.0,0.0,0.0,33.33,0.0,167.0
10964,"organic raspberries, organic sugar, water, fruit pectin, citric acid",0.0,32.40833333333333,0.0,0.0,0.0,0.0,0.0,0.0,56.0,33.33,0.0,139.0
10965,"organic raspberries, organic sugar, water, pectin, calcium chloride",0.0,35.29,0.0,0.0,0.0,5.900000000000001,0.0,0.0,29.0,29.41,0.0,147.0
10966,"organic raspberries, strawberries and blackberries",14.0,12.14,0.0,0.0,0.0,4.3,0.77,1.43,0.0,7.86,0.0,50.0
10967,"organic raspberry, organic apple juice, citric acid",0.0,53.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.33,0.0,200.0
10968,"organic raspberry, organic sugar cane, fruit pectin, organic lemon juice, ascorbic acid",0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,50.0,0.0,245.0
10969,"organic red & green leaf romaine organic red & green oak leaf, o organic lolla rossa & pea",0.0,4.29,0.0,0.0,0.0,2.1,1.29,2.14,79.0,0.71,0.0,29.0
10970,"organic red and green cabbage, organic carrots",47.0,7.06,0.0,0.0,0.0,2.4,0.42,1.18,35.0,3.53,0.0,35.0
10971,"organic red and green cabbage, organic carrots, organic kale, organic cilantro",71.0,7.06,0.0,0.0,0.0,2.4,0.85,1.18,41.0,3.53,0.0,35.0
10972,"organic red and green cabbage, organic cilantro",47.0,5.88,0.0,0.0,0.0,2.4,0.85,1.18,29.0,3.53,0.0,29.0
10973,organic red and green little gem lettuce leaves,25.333333333333332,3.53,0.0,0.0,0.0,2.4,1.2766666666666666,2.35,18.0,1.18,0.04,24.0
10974,"organic red and green romaine, organic red and green oak, organic lolla rosa, organic tango, organic red and green leaf lettuce",49.0,3.52,0.0,0.0,0.0,2.1,1.06,2.11,113.0,0.0,0.0,25.0
10975,organic red and yellow potatoes,14.0,17.57,0.0,0.0,0.0,1.4,0.74,2.03,0.0,0.68,0.0,74.0
10976,"organic red apple juice, organic ginger root juice, organic lemon juice, organic cayenne pepper",0.0,13.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.17,0.0,59.0
10977,"organic red apples, organic green apples, organic cucumbers, organic spinach, organic celery, organic ginger, organic collard greens, organic limes",18.0,11.08,0.0,0.0,0.0,2.5,0.44,0.62,20.0,7.080000000000001,0.0,46.0
10978,"organic red baby butter lettuce, organic red crisp, organic red oak leaf, organic baby pak choi, organic baby red leaf, organic baby green leaf, organic lolla rosa, organic mizuna, organic radicchio",63.0,3.52,0.0,0.0,0.0,1.4,0.92,1.41,39.0,0.7,0.0,21.0
10979,"organic red baby butter lettuce, organic red crisp, organic red oak leaf, organic baby pak choi, organic baby red leaf, organic baby green leaf, organic lolla rosa, organic mizuna, organic radicchio ingredients may vary by season",63.0,3.52,0.0,0.0,0.0,1.4,0.92,1.41,39.0,0.7,0.0,21.0
10980,organic red beet,0.0,11.49,0.0,0.0,0.0,2.3,0.0,1.15,149.0,5.75,0.0,52.0
10981,organic red beet crystals contains 2 or less of citric acid,100.0,80.0,0.0,0.0,0.0,0.0,2.0,10.0,650.0,60.0,0.0,350.0
10982,organic red beets,16.0,5.599999999999999,0.0,0.0,0.0,1.6000000000000003,0.58,1.6000000000000003,0.0,4.8,0.0,32.0
10983,"organic red beets, organic sugar, organic vinegar, salt, lactic acid and citric acid - acidity regulators, organic caraway, organic garlic",40.0,10.0,0.0,0.0,0.0,2.0,1.08,1.0,350.0,8.0,0.0,45.0
10984,"organic red beets, water, organic cane sugar, organic salt, organic spirit vinegar, acidity regulator: organic citric acid, organic pimento",40.0,10.0,0.0,0.0,0.0,2.0,1.08,1.0,350.0,8.0,0.0,40.0
10985,"organic red beets, water, organic sugar, salt, citric acid, organic vinegar, organic bay leaf, organic allspice",0.0,7.139999999999999,0.0,0.0,0.0,0.0,1.1466666666666667,0.0,373.0,7.139999999999999,0.0,36.0
10986,"organic red bell pepper, water, contains 2 of the following: organic potato starch, sea salt, organic vegetables , organic dextrose, organic evaporated cane syrup, organic canola oil, organic spices",7.0,4.23,0.0,0.07,0.0,1.4,0.51,0.71,138.0,1.7600000000000002,0.18,18.0
10987,"organic red butter lettuce, organic red oak lettuce",24.0,2.35,0.0,0.0,0.0,1.2,0.85,1.18,41.0,1.18,0.0,12.0
10988,"organic red cabbage, organic fresh pressed red cabbage juice",56.0,8.45,0.0,0.0,0.0,5.6,3.04,2.82,42.0,2.82,0.0,44.0
10989,"organic red cabbage, organic garlic, organic bay leaves, sea salt",35.0,8.77,0.0,0.0,0.0,0.0,0.63,1.75,684.0,0.0,0.0,35.0
10990,organic red delicious apples,0.0,14.29,0.0,0.0,0.0,3.2,0.23000000000000004,0.0,0.0,10.39,0.0,52.0
10991,organic red dragon fruit,31.0,9.29,0.0,0.0,0.0,2.1,1.43,1.43,11.0,7.14,1.43,57.0
10992,"organic red grape juice, organic cranberry juice, organic mulberry juice",0.0,15.0,0.0,0.0,0.0,0.0,3.3800000000000003,0.0,4.0,15.0,0.0,58.0
10993,organic red kidney beans,126.53846153846153,60.853846153846156,0.0,0.0,0.0,22.092307692307692,7.655384615384615,23.34307692307692,6.384615384615385,1.2938461538461539,0.22,317.0
10994,organic red lentils,42.1,61.0065,0.0,0.0,0.0,16.794999999999998,7.4975,25.209,4.6,2.9494999999999996,1.576,356.95
10995,"organic red lentils, organic green lentils, and organic black beluga lentils",47.0,72.09,0.0,0.0,0.0,20.9,6.28,30.23,0.0,2.33,0.0,419.0
10996,"organic red lentils, organic green lentils, and organic black lentils",0.0,61.10999999999999,0.0,0.0,0.0,19.4,5.56,25.0,0.0,2.78,1.39,361.0
10997,"organic red oak, organic green oak, organic red baby butter lettuce, organic green baby butter lettuce, organic tango, organic lolla rosa, organic red sweet lettuce, organic green sweet lettuce",49.0,3.52,0.0,0.0,0.0,2.1,1.06,2.11,113.0,0.0,0.0,25.0
10998,organic red onions,8.571428571428571,9.234285714285715,0.0,0.0,0.0,2.2285714285714286,0.1542857142857143,1.1028571428571428,0.0,5.931428571428571,0.0,40.57142857142857
10999,"organic red pepper, organic green pepper, organic onion",8.0,5.88,0.0,0.0,0.0,1.2,0.0,1.18,0.0,2.35,0.0,59.0
11000,organic red peppers,0.0,8.24,0.0,0.0,0.0,1.2,0.42000000000000004,3.53,0.0,2.35,0.0,47.0
11001,"organic red peppers, organic green peppers, organic onions",5.4,5.88,0.0,0.0,0.0,1.2,0.246,1.18,4.8,2.822,0.0,29.0
11002,"organic red peppers, organic green peppers, organic yellow peppers",0.0,5.88,0.0,0.0,0.0,1.2,0.42,1.18,0.0,3.53,0.0,24.0
11003,organic red potatoes,13.91304347826087,17.496521739130436,0.0,0.0,0.0,1.4173913043478261,0.7330434782608696,2.0182608695652173,0.782608695652174,0.7017391304347826,0.0,73.8695652173913
11004,"organic red potatoes, organic green beans, organic red bell peppers",25.0,11.88,0.0,0.0,0.0,2.5,0.68,1.25,3.0,1.88,0.0,56.0
11005,organic red raspberries,24.61111111111111,11.815555555555555,0.0,0.0,0.0,5.53888888888889,0.7281481481481481,1.34537037037037,0.05555555555555555,4.41925925925926,0.4338888888888889,50.03703703703704
11006,"organic red raspberries, organic cane sugar, fruit pectin and citric acid",0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,300.0
11007,"organic red raspberries, organic cane sugar, fruit pectin, citric acid",0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,56.0,0.0,300.0
